"","Title","Action","Adventure","Animation","Childrens","Comedy","Crime","Documentary","Drama","Fantasy","FilmNoir","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western"
"1064","Shallow Grave (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1065","Reality Bites (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1066","Man of No Importance, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1067","Pagemaster, The (1994)",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1068","Love and a .45 (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1069","Oliver & Company (1988)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070","Joe's Apartment (1996)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1071","Celestial Clockwork (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072","Curdled (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1073","Female Perversions (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1074","Albino Alligator (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1075","Anne Frank Remembered (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1076","Carried Away (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1077","It's My Party (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1078","Bloodsport 2 (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079","Double Team (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080","Speed 2: Cruise Control (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1081","Sliver (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1082","Pete's Dragon (1977)",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1083","Dear God (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Live Nude Girls (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085","Thin Line Between Love and Hate, A (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","High School High (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087","Commandments (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1088","Hate (Haine, La) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1089","Flirting With Disaster (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090","Red Firecracker, Green Firecracker (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1091","What Happened Was... (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1092","Six Degrees of Separation (1993)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1093","Two Much (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1094","Trust (1990)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1095","C'est arrivé près de chez vous (1992)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1096","Firestorm (1998)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1097","Newton Boys, The (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1098","Beyond Rangoon (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1099","Feast of July (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1100","Death and the Maiden (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1101","Tank Girl (1995)",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"1102","Double Happiness (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1103","Cobb (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1104","Mrs. Parker and the Vicious Circle (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1105","Faithful (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106","Twelfth Night (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1107","Mark of Zorro, The (1940)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","Surviving Picasso (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1109","Up in Smoke (1978)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110","Some Kind of Wonderful (1987)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1111","I'm Not Rappaport (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1113","They Made Me a Criminal (1939)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1114","Last Time I Saw Paris, The (1954)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1115","Farewell to Arms, A (1932)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1116","Innocents, The (1961)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1117","Old Man and the Sea, The (1958)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1118","Truman Show, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1119","Heidi Fleiss: Hollywood Madam (1995) ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1120","Chungking Express (1994)",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"1121","Jupiter's Wife (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1122","Safe (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1123","Feeling Minnesota (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1124","Escape to Witch Mountain (1975)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1125","Get on the Bus (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1126","Doors, The (1991)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1127","Ghosts of Mississippi (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1128","Beautiful Thing (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1129","Best Men (1997)",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1130","Hackers (1995)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1131","Road to Wellville, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132","War Room, The (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1133","When We Were Kings (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1134","Hard Eight (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1135","Quiet Room, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1136","Blue Chips (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1137","Calendar Girl (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1138","My Family (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1139","Tom & Viv (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1140","Walkabout (1971)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1141","Last Dance (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1142","Original Gangstas (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1143","In Love and War (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1144","Backbeat (1993)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1145","Alphaville (1965)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1146","Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1147","Cyclo (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1148","Relic, The (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1149","Fille seule, La (A Single Girl) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1150","Stalker (1979)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1151","Love! Valour! Compassion! (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1152","Palookaville (1996)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1153","Phat Beach (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1154","Portrait of a Lady, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1155","Zeus and Roxanne (1997)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156","Big Bully (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1157","Love & Human Remains (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1158","Sum of Us, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","Little Buddha (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1160","Fresh (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1161","Spanking the Monkey (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1162","Wild Reeds (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1163","Women, The (1939)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164","Bliss (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1165","Caught (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1166","Hugo Pool (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1167","Welcome To Sarajevo (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1168","Dunston Checks In (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1169","Major Payne (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170","Man of the House (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1171","I Love Trouble (1994)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","Low Down Dirty Shame, A (1994)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173","Cops and Robbersons (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174","Cowboy Way, The (1994)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175","Endless Summer 2, The (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1176","In the Army Now (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1177","Inkwell, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1178","Switchblade Sisters (1975)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1179","Young Guns II (1990)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1180","Prefontaine (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1181","That Old Feeling (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1182","Letter From Death Row, A (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1183","Boys of St. Vincent, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1184","Before the Rain (Pred dozhdot) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1185","Once Were Warriors (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1186","Strawberry and Chocolate (Fresa y chocolate) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1187","Savage Nights (Nuits fauves, Les) (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1188","Family Thing, A (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1189","Purple Noon (1960)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1190","Cemetery Man (Dellamorte Dellamore) (1994)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1191","Kim (1950)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1192","Marlene Dietrich: Shadow and Light (1996) ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1193","Maybe, Maybe Not (Bewegte Mann, Der) (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1194","Top Hat (1935)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"1195","To Be or Not to Be (1942)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1196","Secret Agent, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1197","Amos & Andrew (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198","Jade (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1199","Kiss of Death (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1200","Mixed Nuts (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1201","Virtuosity (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1202","Blue Sky (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1203","Flesh and Bone (1993)",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"1204","Guilty as Sin (1993)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1205","In the Realm of the Senses (Ai no corrida) (1976)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1206","Barb Wire (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1207","Kissed (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1208","Assassins (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1209","Friday (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1210","Goofy Movie, A (1995)",0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1211","Higher Learning (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1212","When a Man Loves a Woman (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1213","Judgment Night (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1214","King of the Hill (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1215","Scout, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1216","Angus (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1217","Night Falls on Manhattan (1997)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1218","Awfully Big Adventure, An (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1219","Under Siege 2: Dark Territory (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1220","Poison Ivy II (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1221","Ready to Wear (Pret-A-Porter) (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1222","Marked for Death (1990)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1223","Madonna: Truth or Dare (1991)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1224","Nénette et Boni (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1225","Chairman of the Board (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1226","Big Bang Theory, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1227","Other Voices, Other Rooms (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1228","Twisted (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1229","Full Speed (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1230","Cutthroat Island (1995)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1231","Ghost in the Shell (Kokaku kidotai) (1995)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1232","Van, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1233","Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1234","Night Flier (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1235","Metro (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1236","Gridlock'd (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1237","Bushwhacked (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238","Bad Girls (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1239","Blink (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1240","For Love or Money (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1241","Best of the Best 3: No Turning Back (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1242","A Chef in Love (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1243","Contempt (Mépris, Le) (1963)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1244","Tie That Binds, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1245","Gone Fishin' (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1246","Broken English (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1247","Designated Mourner, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1248","Trial and Error (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1249","Pie in the Sky (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1250","Total Eclipse (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1251","Run of the Country, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1252","Walking and Talking (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1253","Foxfire (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1254","Nothing to Lose (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1255","Star Maps (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1256","Bread and Chocolate (Pane e cioccolata) (1973)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1257","Clockers (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1258","Bitter Moon (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1259","Love in the Afternoon (1957)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1260","Life with Mikey (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1261","North (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1262","Talking About Sex (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1263","Color of Night (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1264","Robocop 3 (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1265","Killer (Bulletproof Heart) (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1266","Sunset Park (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1267","Set It Off (1996)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1268","Selena (1997)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1269","Wild America (1997)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1270","Gang Related (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1271","Manny & Lo (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1272","Grass Harp, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1273","Out to Sea (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1274","Before and After (1996)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1275","Princess Caraboo (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1276","Shall We Dance? (1937)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"1277","Ed (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1278","Denise Calls Up (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1279","Jack and Sarah (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1280","Country Life (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1281","Celtic Pride (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1282","Simple Wish, A (1997)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1283","Star Kid (1997)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1284","Ayn Rand: A Sense of Life (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1285","Kicked in the Head (1997)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1286","Indian Summer (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1287","Love Affair (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1288","Band Wagon, The (1953)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1289","Penny Serenade (1941)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1290","'Til There Was You (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1291","Stripes (1981)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1292","Late Bloomers (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1293","Getaway, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1294","New York Cop (1996)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1295","National Lampoon's Senior Trip (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","Delta of Venus (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1297","Carmen Miranda: Bananas Is My Business (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1298","Babyfever (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1299","Very Natural Thing, A (1974)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1300","Walk in the Sun, A (1945)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1301","Waiting to Exhale (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1302","Pompatus of Love, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1303","Palmetto (1998)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"1304","Surviving the Game (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1305","Inventing the Abbotts (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1306","Horse Whisperer, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1307","Journey of August King, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1308","Catwalk (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1309","Neon Bible, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1310","Homage (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1311","Open Season (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1312","Metisse (Café au Lait) (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1313","Wooden Man's Bride, The (Wu Kui) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1314","Loaded (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1315","August (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1316","Boys (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1317","Captives (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1318","Of Love and Shadows (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1319","Low Life, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1320","An Unforgettable Summer (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1321","Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1322","My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1323","Midnight Dancers (Sibak) (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1324","Somebody to Love (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
